date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:21	62185/62185	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:34:22%20GMT	https://html.fleexstudio.com/advisr/assets/img/bg/cta2-bg.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/bg/cta2-bg.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:21	89044/89044	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:59:28%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/project-img1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/project-img1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:22	93719/93719	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:59:28%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/project-img2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/project-img2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:22	18428/18428	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:43:30%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/testimonial-slider1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/testimonial-slider1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:22	26804/26804	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:43:30%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/testimonial-slider2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/testimonial-slider2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:22	40965/40965	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:56:02%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/blog-img2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/blog-img2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:22	46455/46455	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:55:24%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/blog-img1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/blog-img1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:23	1698/1698	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2010:47:16%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/contact2-icon1.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/contact2-icon1.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:23	576/576	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2010:47:22%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/contact2-icon2.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/contact2-icon2.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:23	898/898	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2010:47:28%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/contact2-icon3.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/contact2-icon3.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:24	190263/190263	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:30%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:25	143885/143885	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:30%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:25	158797/158797	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo4.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo4.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:25	138863/138863	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo3.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo3.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:26	184630/184630	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:32:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo6.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo6.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:26	190333/190333	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:32:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo7.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo7.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:27	121317/121317	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:32:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo9.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo9.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:27	253434/253434	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:32:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo5.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo5.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:27	332154/332154	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:32:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo10.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo10.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:27	294818/294818	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:48:14%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/about.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/about.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:27	952142/952142	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2006:42:38%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/coming-soon.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/coming-soon.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:27	214962/214962	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:32:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/demo8.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/demo8.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:28	444743/444743	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/service-details.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/service-details.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:28	496230/496230	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:48:14%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/blog-2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/blog-2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:29	354711/354711	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/blog-leftbar.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/blog-leftbar.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:29	356924/356924	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/blog-rightbar.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/blog-rightbar.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:29	335183/335183	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/details-leftbar.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/details-leftbar.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:29	452982/452982	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/service-2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/service-2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:29	380732/380732	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/details-rightbar.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/details-rightbar.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:29	336363/336363	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/blog-details.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/blog-details.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:30	447788/447788	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:48:14%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/blog-1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/blog-1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:30	435726/435726	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/case-details-1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/case-details-1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:30	434994/434994	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/case-details-2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/case-details-2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:31	219444/219444	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/shop-leftbar.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/shop-leftbar.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:31	248719/248719	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:48:14%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/shop-rightbar.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/shop-rightbar.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:31	222663/222663	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/shop.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/shop.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:31	223330/223330	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/shop-details.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/shop-details.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:31	515430/515430	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:48:14%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/case.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/case.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:32	259372/259372	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/contact.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/contact.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:32	227989/227989	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/faq.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/faq.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:32	137223/137223	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/checkout.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/checkout.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:32	147657/147657	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:50:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/cart.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/cart.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:32	129262/129262	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/account-1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/account-1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:33	125008/125008	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/account-2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/account-2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:33	133903/133903	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/assets/img/demo/error.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/demo/error.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:33	79742/79742	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/bootstrap.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:34	1816546/1816546	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/fontawesome.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/fontawesome.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:34	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/owl.carousel.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:34	51/51	---MCZ	302	error ('Found')	text/plain	date:Mon,%2020%20Nov%202023%2010:58:34%20GMT	https://unpkg.com/aos@next/dist/aos.js	C:/My%20Web%20Sites/Advisr/unpkg.com/aos@next/dist/aos.86.delayed	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:34	13800/13800	---MCZ	200	added ('OK')	application/javascript	etag:%2235e8-44lQwbzmXp8EjjBbNWf/kKDJI+M%22	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.js	C:/My%20Web%20Sites/Advisr/unpkg.com/aos@3.0.0-beta.6/dist/aos.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:35	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/jquery.magnific-popup.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:35	8833/8833	---M-Z	200	added ('OK')	application/javascript	etag:%225eb0402f-2281%22	https://cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/jquery.waypoints.min.js	C:/My%20Web%20Sites/Advisr/cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/jquery.waypoints.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:35	20095/20095	---M-Z	200	added ('OK')	application/javascript	etag:W/%224e7f-YDO5/9GsCmSrp3VxzVXmgduuK5k%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.6/dist/umd/popper.min.js	C:/My%20Web%20Sites/Advisr/cdn.jsdelivr.net/npm/@popperjs/core@2.11.6/dist/umd/popper.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:35	42863/42863	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/slick-slider.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/slick-slider.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:36	2206/2206	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Mar%202023%2009:55:28%20GMT	https://html.fleexstudio.com/advisr/assets/js/mobile-menu.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/mobile-menu.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:36	11790/11790	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2005:26:58%20GMT	https://html.fleexstudio.com/advisr/assets/js/tilt.jquery.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/tilt.jquery.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:36	2936/2936	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Mar%202023%2009:55:28%20GMT	https://html.fleexstudio.com/advisr/assets/js/jquery.countup.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/jquery.countup.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:36	5825/5825	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Mar%202023%2009:55:28%20GMT	https://html.fleexstudio.com/advisr/assets/js/jquery.nice-select.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/jquery.nice-select.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:37	3605/3605	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2010:53:40%20GMT	https://html.fleexstudio.com/advisr/assets/js/jquery.lineProgressbar.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/jquery.lineProgressbar.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:37	11691/11691	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/mobile-meanmenu.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/mobile-meanmenu.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:37	7996/7996	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Mar%202023%2009:55:28%20GMT	https://html.fleexstudio.com/advisr/assets/js/modal-video.min.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/modal-video.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:38	18577/18577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Nov%202023%2013:41:56%20GMT	https://html.fleexstudio.com/advisr/assets/js/main.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/main.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:39	104740/104740	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2004:19:40%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-brands-400.woff2	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:39	180684/180684	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2004:19:40%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-brands-400.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:40	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2010:58:39%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-duotone-900.96.delayed	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:40	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2010:58:39%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-duotone-900.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:41	392136/392136	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2004:19:38%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-light-300.woff2	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:42	357732/357732	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2004:19:36%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-regular-400.woff2	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:42	999704/999704	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2004:19:40%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-light-300.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:42	303544/303544	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2004:19:40%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-solid-900.woff2	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:43	426420/426420	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2004:19:36%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-thin-100.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-thin-100.woff2	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:43	785900/785900	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2004:19:36%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-solid-900.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:43	891584/891584	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2004:19:38%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-regular-400.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:43	4964/4964	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2004:19:38%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-v4compatibility.woff2	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:43	10556/10556	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2004:19:38%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-v4compatibility.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2010:58:43%20GMT	https://html.fleexstudio.com/advisr/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/owl.video.play.png	(from https://html.fleexstudio.com/advisr/assets/css/owl.carousel.min.css)
16:28:44	1100824/1100824	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2004:19:38%20GMT	https://html.fleexstudio.com/advisr/assets/fonts/fa-thin-100.ttf	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/fonts/fa-thin-100.ttf	(from https://html.fleexstudio.com/advisr/assets/css/font-awesome-pro.css)
16:28:44	255/255	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2003:34:22%20GMT	https://html.fleexstudio.com/advisr/assets/img/shapes/line2.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/shapes/line2.svg	(from https://html.fleexstudio.com/advisr/assets/css/comon.css)
16:28:44	110262/110262	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2013:34:22%20GMT	https://html.fleexstudio.com/advisr/assets/img/bg/page-hero-bg.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/bg/page-hero-bg.png	(from https://html.fleexstudio.com/advisr/assets/css/advisr-core.css)
16:28:44	1947/1947	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Nov%202023%2003:56:04%20GMT	https://html.fleexstudio.com/advisr/assets/img/shapes/hero5-headding-shap.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/shapes/hero5-headding-shap.svg	(from https://html.fleexstudio.com/advisr/assets/css/advisr-core.css)
